picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg = 10523, time steps =   10, qsz =    2, switch = off, t =   210462 ms, ax =  0.5718, ay = -0.1846, az =  9.9519, gx = -0.0020 rad/s, gy =  0.0016 rad/s, gz =  0.0005 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = -2.1319 A, theta_roll_comp = -24.4802 mrad 
msg = 10524, time steps =   10, qsz =    2, switch = off, t =   210482 ms, ax =  0.5586, ay = -0.1834, az =  9.9495, gx = -0.0022 rad/s, gy =  0.0016 rad/s, gz =  0.0007 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = -2.0964 A, theta_roll_comp = -24.4023 mrad 
msg = 10525, time steps =   10, qsz =    2, switch = off, t =   210502 ms, ax =  0.5538, ay = -0.1822, az =  9.9483, gx = -0.0025 rad/s, gy =  0.0016 rad/s, gz =  0.0004 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = -2.0595 A, theta_roll_comp = -24.3332 mrad 
msg = 10526, time steps =   10, qsz =    2, switch = off, t =   210522 ms, ax =  0.5598, ay = -0.1798, az =  9.9507, gx = -0.0029 rad/s, gy =  0.0014 rad/s, gz =  0.0008 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = -1.9978 A, theta_roll_comp = -24.2699 mrad 
msg = 10527, time steps =   10, qsz =    2, switch = off, t =   210542 ms, ax =  0.5646, ay = -0.1726, az =  9.9411, gx = -0.0035 rad/s, gy =  0.0015 rad/s, gz =  0.0008 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = -1.8886 A, theta_roll_comp = -24.2029 mrad 
msg = 10528, time steps =   10, qsz =    2, switch = off, t =   210562 ms, ax =  0.5670, ay = -0.1738, az =  9.9387, gx = -0.0042 rad/s, gy =  0.0016 rad/s, gz =  0.0008 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = -1.7779 A, theta_roll_comp = -24.1461 mrad 
msg = 10529, time steps =   10, qsz =    2, switch = off, t =   210582 ms, ax =  0.5706, ay = -0.1774, az =  9.9411, gx = -0.0046 rad/s, gy =  0.0019 rad/s, gz =  0.0005 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = -1.7130 A, theta_roll_comp = -24.1024 mrad 
msg = 10530, time steps =   10, qsz =    2, switch = off, t =   210602 ms, ax =  0.5658, ay = -0.1846, az =  9.9483, gx = -0.0050 rad/s, gy =  0.0020 rad/s, gz =  0.0009 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = -1.6446 A, theta_roll_comp = -24.0803 mrad 
msg = 10531, time steps =   10, qsz =    2, switch = off, t =   210622 ms, ax =  0.5586, ay = -0.1810, az =  9.9555, gx = -0.0050 rad/s, gy =  0.0023 rad/s, gz =  0.0008 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = -1.6464 A, theta_roll_comp = -24.0690 mrad 
msg = 10532, time steps =   10, qsz =    2, switch = off, t =   210642 ms, ax =  0.5622, ay = -0.1870, az =  9.9543, gx = -0.0057 rad/s, gy =  0.0022 rad/s, gz =  0.0013 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = -1.5268 A, theta_roll_comp = -24.0678 mrad 
msg = 10533, time steps =   10, qsz =    2, switch = off, t =   210662 ms, ax =  0.5658, ay = -0.1870, az =  9.9519, gx = -0.0058 rad/s, gy =  0.0016 rad/s, gz =  0.0013 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = -1.5004 A, theta_roll_comp = -24.0830 mrad 
