picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =  113, time steps =   10, qsz =    2, switch = off, t =     2262 ms, ax = -0.4184, ay = -2.9309, az =  9.4844, gx = -0.0058 rad/s, gy =  0.0064 rad/s, gz = -0.0007 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch =  0.0194 A, I_w_roll = 30.9828 A, theta_roll_comp = -273.8316 mrad 
msg =  114, time steps =   10, qsz =    2, switch = off, t =     2282 ms, ax = -0.4184, ay = -2.9501, az =  9.4844, gx = -0.0063 rad/s, gy =  0.0066 rad/s, gz = -0.0004 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch =  0.0297 A, I_w_roll = 31.1702 A, theta_roll_comp = -274.4854 mrad 
msg =  115, time steps =   10, qsz =    2, switch = off, t =     2302 ms, ax = -0.4052, ay = -2.9465, az =  9.4796, gx = -0.0062 rad/s, gy =  0.0058 rad/s, gz = -0.0007 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch =  0.0375 A, I_w_roll = 31.2377 A, theta_roll_comp = -275.1389 mrad 
msg =  116, time steps =   10, qsz =    2, switch = off, t =     2322 ms, ax = -0.4315, ay = -2.9573, az =  9.4760, gx = -0.0062 rad/s, gy =  0.0056 rad/s, gz = -0.0011 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch =  0.0436 A, I_w_roll = 31.3296 A, theta_roll_comp = -275.7953 mrad 
msg =  117, time steps =   10, qsz =    2, switch = off, t =     2342 ms, ax = -0.4196, ay = -2.9537, az =  9.4736, gx = -0.0057 rad/s, gy =  0.0058 rad/s, gz = -0.0009 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch =  0.0491 A, I_w_roll = 31.3235 A, theta_roll_comp = -276.4365 mrad 
msg =  118, time steps =   10, qsz =    2, switch = off, t =     2362 ms, ax = -0.4244, ay = -2.9812, az =  9.4772, gx = -0.0053 rad/s, gy =  0.0062 rad/s, gz = -0.0005 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch =  0.0553 A, I_w_roll = 31.3435 A, theta_roll_comp = -277.0931 mrad 
msg =  119, time steps =   10, qsz =    2, switch = off, t =     2382 ms, ax = -0.4375, ay = -2.9884, az =  9.4676, gx = -0.0047 rad/s, gy =  0.0059 rad/s, gz = -0.0001 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch =  0.0620 A, I_w_roll = 31.3390 A, theta_roll_comp = -277.7457 mrad 
msg =  120, time steps =   10, qsz =    2, switch = off, t =     2402 ms, ax = -0.4507, ay = -2.9812, az =  9.4748, gx = -0.0043 rad/s, gy =  0.0052 rad/s, gz =  0.0003 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch =  0.0666 A, I_w_roll = 31.3571 A, theta_roll_comp = -278.3885 mrad 
msg =  121, time steps =   10, qsz =    2, switch = off, t =     2422 ms, ax = -0.4471, ay = -2.9537, az =  9.4772, gx = -0.0038 rad/s, gy =  0.0060 rad/s, gz =  0.0005 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch =  0.0716 A, I_w_roll = 31.3411 A, theta_roll_comp = -278.9594 mrad 
msg =  122, time steps =   10, qsz =    2, switch = off, t =     2442 ms, ax = -0.4399, ay = -2.9405, az =  9.4856, gx = -0.0037 rad/s, gy =  0.0058 rad/s, gz =  0.0003 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch =  0.0777 A, I_w_roll = 31.3883 A, theta_roll_comp = -279.4673 mrad 
msg =  123, time steps =   10, qsz =    2, switch = off, t =     2462 ms, ax = -0.4447, ay = -2.9333, az =  9.4939, gx = -0.0038 rad/s, gy =  0.0056 rad/s, gz =  0.0001 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch =  0.0830 A, I_w_roll = 31.4797 A, theta_roll_comp = -279.9488 mrad 
