picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =   41, time steps =   10, qsz =    2, switch = on, t =      822 ms, ax =  0.5514, ay = -0.0012, az =  9.9399, gx = -0.0086 rad/s, gy = -0.0004 rad/s, gz =  0.0021 rad/s, erpm_pitch =    0, erpm_roll = -2723, I_w_pitch = -0.0000 A, I_w_roll = -3.0576 A, theta_roll_comp = -11.2046 mrad 
msg =   42, time steps =   10, qsz =    2, switch = on, t =      842 ms, ax =  0.5814, ay =  0.0324, az =  9.9555, gx = -0.0103 rad/s, gy = -0.0010 rad/s, gz =  0.0007 rad/s, erpm_pitch =    0, erpm_roll = -2723, I_w_pitch = -0.0000 A, I_w_roll = -2.7607 A, theta_roll_comp = -11.1128 mrad 
msg =   43, time steps =   10, qsz =    2, switch = on, t =      862 ms, ax =  0.5874, ay =  0.0228, az =  9.9459, gx = -0.0130 rad/s, gy = -0.0002 rad/s, gz = -0.0007 rad/s, erpm_pitch =    0, erpm_roll = -3342, I_w_pitch = -0.0000 A, I_w_roll = -2.2893 A, theta_roll_comp = -11.0632 mrad 
msg =   44, time steps =   10, qsz =    2, switch = on, t =      882 ms, ax =  0.6377, ay =  0.0084, az =  9.9459, gx = -0.0155 rad/s, gy =  0.0015 rad/s, gz = -0.0011 rad/s, erpm_pitch =    0, erpm_roll = -3651, I_w_pitch = -0.0000 A, I_w_roll = -1.8253 A, theta_roll_comp = -11.1168 mrad 
msg =   45, time steps =   10, qsz =    2, switch = on, t =      902 ms, ax =  0.5598, ay =  0.0851, az =  9.9447, gx = -0.0171 rad/s, gy =  0.0016 rad/s, gz =  0.0028 rad/s, erpm_pitch =    0, erpm_roll = -3651, I_w_pitch = -0.0000 A, I_w_roll = -1.5369 A, theta_roll_comp = -11.1220 mrad 
msg =   46, time steps =   10, qsz =    2, switch = on, t =      922 ms, ax =  0.5382, ay =  0.0348, az =  9.9411, gx = -0.0201 rad/s, gy =  0.0019 rad/s, gz =  0.0015 rad/s, erpm_pitch =    0, erpm_roll = -4268, I_w_pitch = -0.0000 A, I_w_roll = -1.0051 A, theta_roll_comp = -11.1502 mrad 
msg =   47, time steps =   10, qsz =    2, switch = on, t =      942 ms, ax =  0.5167, ay = -0.0587, az =  9.9615, gx = -0.0214 rad/s, gy =  0.0026 rad/s, gz =  0.0021 rad/s, erpm_pitch =    0, erpm_roll = -4571, I_w_pitch = -0.0000 A, I_w_roll = -0.7269 A, theta_roll_comp = -11.3908 mrad 
msg =   48, time steps =   10, qsz =    2, switch = on, t =      962 ms, ax =  0.5718, ay = -0.0408, az =  9.9039, gx = -0.0219 rad/s, gy =  0.0014 rad/s, gz =  0.0055 rad/s, erpm_pitch =    0, erpm_roll = -4571, I_w_pitch = -0.0000 A, I_w_roll = -0.5832 A, theta_roll_comp = -11.6894 mrad 
msg =   49, time steps =   10, qsz =    2, switch = on, t =      982 ms, ax =  0.5095, ay = -0.0503, az =  9.9207, gx = -0.0222 rad/s, gy = -0.0006 rad/s, gz =  0.0028 rad/s, erpm_pitch =    0, erpm_roll = -5154, I_w_pitch = -0.0000 A, I_w_roll = -0.4818 A, theta_roll_comp = -12.0239 mrad 
msg =   50, time steps =   10, qsz =    2, switch = on, t =     1002 ms, ax =  0.5370, ay = -0.0647, az =  9.9591, gx = -0.0234 rad/s, gy = -0.0005 rad/s, gz = -0.0035 rad/s, erpm_pitch =    0, erpm_roll = -5154, I_w_pitch = -0.0000 A, I_w_roll = -0.2080 A, theta_roll_comp = -12.3867 mrad 
msg =   51, time steps =   10, qsz =    2, switch = on, t =     1022 ms, ax =  0.5910, ay = -0.0755, az =  9.9459, gx = -0.0233 rad/s, gy = -0.0009 rad/s, gz = -0.0040 rad/s, erpm_pitch =    0, erpm_roll = -5704, I_w_pitch = -0.0000 A, I_w_roll = -0.1766 A, theta_roll_comp = -12.7332 mrad 
msg =   52, time steps =   10, qsz =    2, switch = on, t =     1042 ms, ax =  0.5574, ay = -0.0444, az =  9.9171, gx = -0.0239 rad/s, gy = -0.0008 rad/s, gz =  0.0035 rad/s, erpm_pitch =    0, erpm_roll = -5968, I_w_pitch = -0.0000 A, I_w_roll =  0.0043 A, theta_roll_comp = -13.1147 mrad 
msg =   53, time steps =   10, qsz =    2, switch = on, t =     1062 ms, ax =  0.6905, ay = -0.0216, az =  9.9543, gx = -0.0258 rad/s, gy =  0.0006 rad/s, gz =  0.0069 rad/s, erpm_pitch =    0, erpm_roll = -5968, I_w_pitch = -0.0000 A, I_w_roll =  0.3870 A, theta_roll_comp = -13.4094 mrad 
msg =   54, time steps =   10, qsz =    2, switch = on, t =     1082 ms, ax =  0.6269, ay = -0.0755, az =  9.9279, gx = -0.0259 rad/s, gy =  0.0023 rad/s, gz =  0.0077 rad/s, erpm_pitch =    0, erpm_roll = -6477, I_w_pitch = -0.0000 A, I_w_roll =  0.4699 A, theta_roll_comp = -13.7774 mrad 
msg =   55, time steps =   10, qsz =    2, switch = on, t =     1102 ms, ax =  0.5382, ay = -0.0743, az =  9.9327, gx = -0.0259 rad/s, gy =  0.0020 rad/s, gz =  0.0051 rad/s, erpm_pitch =    0, erpm_roll = -6477, I_w_pitch = -0.0000 A, I_w_roll =  0.5343 A, theta_roll_comp = -14.1803 mrad 
msg =   56, time steps =   10, qsz =    2, switch = on, t =     1122 ms, ax =  0.5418, ay = -0.0983, az =  9.9674, gx = -0.0262 rad/s, gy =  0.0015 rad/s, gz = -0.0068 rad/s, erpm_pitch =    0, erpm_roll = -6962, I_w_pitch = -0.0000 A, I_w_roll =  0.6550 A, theta_roll_comp = -14.6346 mrad 
msg =   57, time steps =   10, qsz =    2, switch = on, t =     1142 ms, ax =  0.5502, ay = -0.1355, az =  9.9363, gx = -0.0257 rad/s, gy =  0.0006 rad/s, gz = -0.0133 rad/s, erpm_pitch =    0, erpm_roll = -7189, I_w_pitch = -0.0000 A, I_w_roll =  0.6335 A, theta_roll_comp = -15.0997 mrad 
msg =   58, time steps =   10, qsz =    2, switch = on, t =     1162 ms, ax =  0.5023, ay = -0.0983, az =  9.9327, gx = -0.0254 rad/s, gy =  0.0008 rad/s, gz =  0.0036 rad/s, erpm_pitch =    0, erpm_roll = -7189, I_w_pitch = -0.0000 A, I_w_roll =  0.6548 A, theta_roll_comp = -15.5325 mrad 
msg =   59, time steps =   10, qsz =    2, switch = on, t =     1182 ms, ax =  0.6305, ay = -0.1319, az =  9.9207, gx = -0.0255 rad/s, gy =  0.0002 rad/s, gz =  0.0169 rad/s, erpm_pitch =    0, erpm_roll = -7634, I_w_pitch = -0.0000 A, I_w_roll =  0.7483 A, theta_roll_comp = -15.9667 mrad 
msg =   60, time steps =   10, qsz =    2, switch = on, t =     1202 ms, ax =  0.5826, ay = -0.1379, az =  9.9315, gx = -0.0258 rad/s, gy =  0.0006 rad/s, gz =  0.0161 rad/s, erpm_pitch =    0, erpm_roll = -7634, I_w_pitch = -0.0000 A, I_w_roll =  0.8657 A, theta_roll_comp = -16.4012 mrad 
