picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =  179, time steps =   10, qsz =    2, switch = off, t =     3582 ms, ax =  0.6114, ay = -1.9971, az =  9.7529, gx = -0.0049 rad/s, gy =  0.0015 rad/s, gz =  0.0009 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = 26.8108 A, theta_roll_comp = -202.0761 mrad 
msg =  180, time steps =   10, qsz =    2, switch = off, t =     3602 ms, ax =  0.6006, ay = -1.9947, az =  9.7529, gx = -0.0053 rad/s, gy =  0.0014 rad/s, gz =  0.0008 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = 26.8984 A, theta_roll_comp = -202.1743 mrad 
msg =  181, time steps =   10, qsz =    2, switch = off, t =     3622 ms, ax =  0.5934, ay = -1.9995, az =  9.7385, gx = -0.0051 rad/s, gy =  0.0010 rad/s, gz =  0.0004 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = 26.8909 A, theta_roll_comp = -202.2777 mrad 
msg =  182, time steps =   10, qsz =    2, switch = off, t =     3642 ms, ax =  0.5958, ay = -2.0067, az =  9.7433, gx = -0.0050 rad/s, gy =  0.0014 rad/s, gz =  0.0004 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = 26.8842 A, theta_roll_comp = -202.3856 mrad 
msg =  183, time steps =   10, qsz =    2, switch = off, t =     3662 ms, ax =  0.6006, ay = -2.0043, az =  9.7361, gx = -0.0055 rad/s, gy =  0.0016 rad/s, gz =  0.0004 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = 26.9992 A, theta_roll_comp = -202.5051 mrad 
msg =  184, time steps =   10, qsz =    2, switch = off, t =     3682 ms, ax =  0.5982, ay = -1.9983, az =  9.7373, gx = -0.0054 rad/s, gy =  0.0011 rad/s, gz =  0.0008 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = 26.9934 A, theta_roll_comp = -202.6187 mrad 
msg =  185, time steps =   10, qsz =    2, switch = off, t =     3702 ms, ax =  0.6054, ay = -1.9995, az =  9.7325, gx = -0.0054 rad/s, gy =  0.0010 rad/s, gz =  0.0007 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = 27.0102 A, theta_roll_comp = -202.7232 mrad 
msg =  186, time steps =   10, qsz =    2, switch = off, t =     3722 ms, ax =  0.6078, ay = -1.9995, az =  9.7373, gx = -0.0057 rad/s, gy =  0.0011 rad/s, gz =  0.0008 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = 27.0759 A, theta_roll_comp = -202.8342 mrad 
msg =  187, time steps =   10, qsz =    2, switch = off, t =     3742 ms, ax =  0.6102, ay = -2.0067, az =  9.7397, gx = -0.0051 rad/s, gy =  0.0008 rad/s, gz =  0.0008 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = 26.9979 A, theta_roll_comp = -202.9462 mrad 
msg =  188, time steps =   10, qsz =    2, switch = off, t =     3762 ms, ax =  0.6018, ay = -2.0067, az =  9.7469, gx = -0.0053 rad/s, gy =  0.0011 rad/s, gz =  0.0008 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = 27.0387 A, theta_roll_comp = -203.0513 mrad 
msg =  189, time steps =   10, qsz =    2, switch = off, t =     3782 ms, ax =  0.6018, ay = -2.0043, az =  9.7481, gx = -0.0055 rad/s, gy =  0.0011 rad/s, gz =  0.0008 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = 27.1038 A, theta_roll_comp = -203.1585 mrad 
msg =  190, time steps =   10, qsz =    2, switch = off, t =     3802 ms, ax =  0.6030, ay = -2.0163, az =  9.7469, gx = -0.0054 rad/s, gy =  0.0010 rad/s, gz =  0.0007 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch = -0.0000 A, I_w_roll = 27.0984 A, theta_roll_comp = -203.2749 mrad 
