picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =  139, time steps =   10, qsz =    2, switch = on, t =     2782 ms, ax =  0.5682, ay = -0.3812, az =  9.9674, gx = -0.0010 rad/s, gy =  0.0015 rad/s, gz =  0.0016 rad/s, erpm_pitch =    0, erpm_roll = -2804, I_w_pitch = -0.0000 A, I_w_roll = -0.2728 A, theta_roll_comp = -37.1482 mrad 
msg =  140, time steps =   10, qsz =    2, switch = on, t =     2802 ms, ax =  0.5754, ay = -0.3752, az =  9.9543, gx = -0.0013 rad/s, gy =  0.0014 rad/s, gz =  0.0001 rad/s, erpm_pitch =    0, erpm_roll = -2804, I_w_pitch = -0.0000 A, I_w_roll = -0.2286 A, theta_roll_comp = -37.1244 mrad 
msg =  141, time steps =   10, qsz =    2, switch = on, t =     2822 ms, ax =  0.5886, ay = -0.3680, az =  9.9507, gx = -0.0013 rad/s, gy =  0.0012 rad/s, gz = -0.0000 rad/s, erpm_pitch =    0, erpm_roll = -2851, I_w_pitch = -0.0000 A, I_w_roll = -0.2403 A, theta_roll_comp = -37.0517 mrad 
msg =  142, time steps =   10, qsz =    2, switch = on, t =     2842 ms, ax =  0.5790, ay = -0.3944, az =  9.9387, gx = -0.0009 rad/s, gy =  0.0016 rad/s, gz = -0.0001 rad/s, erpm_pitch =    0, erpm_roll = -2851, I_w_pitch = -0.0000 A, I_w_roll = -0.3224 A, theta_roll_comp = -36.9880 mrad 
msg =  143, time steps =   10, qsz =    2, switch = on, t =     2862 ms, ax =  0.5838, ay = -0.3968, az =  9.9423, gx = -0.0013 rad/s, gy =  0.0022 rad/s, gz = -0.0011 rad/s, erpm_pitch =    0, erpm_roll = -2900, I_w_pitch = -0.0000 A, I_w_roll = -0.2585 A, theta_roll_comp = -36.9378 mrad 
msg =  144, time steps =   10, qsz =    2, switch = on, t =     2882 ms, ax =  0.5478, ay = -0.4148, az =  9.9459, gx = -0.0010 rad/s, gy =  0.0023 rad/s, gz = -0.0009 rad/s, erpm_pitch =    0, erpm_roll = -2927, I_w_pitch = -0.0000 A, I_w_roll = -0.3106 A, theta_roll_comp = -36.9115 mrad 
msg =  145, time steps =   10, qsz =    2, switch = on, t =     2902 ms, ax =  0.5526, ay = -0.4076, az =  9.9351, gx = -0.0010 rad/s, gy =  0.0022 rad/s, gz =  0.0005 rad/s, erpm_pitch =    0, erpm_roll = -2927, I_w_pitch = -0.0000 A, I_w_roll = -0.3170 A, theta_roll_comp = -36.8719 mrad 
msg =  146, time steps =   10, qsz =    2, switch = on, t =     2922 ms, ax =  0.5730, ay = -0.4064, az =  9.9339, gx = -0.0021 rad/s, gy =  0.0019 rad/s, gz =  0.0009 rad/s, erpm_pitch =    0, erpm_roll = -2989, I_w_pitch = -0.0000 A, I_w_roll = -0.1333 A, theta_roll_comp = -36.8215 mrad 
msg =  147, time steps =   10, qsz =    2, switch = on, t =     2942 ms, ax =  0.5766, ay = -0.3572, az =  9.9087, gx = -0.0031 rad/s, gy =  0.0012 rad/s, gz =  0.0013 rad/s, erpm_pitch =    0, erpm_roll = -2989, I_w_pitch = -0.0000 A, I_w_roll =  0.0460 A, theta_roll_comp = -36.7438 mrad 
msg =  148, time steps =   10, qsz =    2, switch = on, t =     2962 ms, ax =  0.5574, ay = -0.3668, az =  9.9387, gx = -0.0033 rad/s, gy =  0.0016 rad/s, gz =  0.0017 rad/s, erpm_pitch =    0, erpm_roll = -3052, I_w_pitch = -0.0000 A, I_w_roll =  0.0624 A, theta_roll_comp = -36.6967 mrad 
msg =  149, time steps =   10, qsz =    2, switch = on, t =     2982 ms, ax =  0.5670, ay = -0.3404, az =  9.9483, gx = -0.0039 rad/s, gy =  0.0016 rad/s, gz =  0.0028 rad/s, erpm_pitch =    0, erpm_roll = -3083, I_w_pitch = -0.0000 A, I_w_roll =  0.1826 A, theta_roll_comp = -36.6988 mrad 
