picocom v3.2a

port is        : /dev/tty.usbmodem103
flowc1trol    : n1e
baudrate is    : 230400
parity is      : n1e
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : /nix/store/qsx6i1q4h7cq5kg1pjmis5q57nskh70f-lrzsz-0.12.20/bin/sz -vv
receive_cmd is : /nix/store/qsx6i1q4h7cq5kg1pjmis5q57nskh70f-lrzsz-0.12.20/bin/rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : n1e
initstring     : n1e
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =    2, time steps =   10, qsz =    2, switch = 0 t =       63 ms. I_w =    226 mA, erpm =        0, ax =     -719, ay =       29, az =     9810, gx = -0.07218 rad/s, theta =        0 mrad, theta_d =       15 mrad, x =        0, x_d =        0
msg =    3, time steps =   10, qsz =    2, switch = 0 t =       83 ms. I_w =    388 mA, erpm =        0, ax =     -877, ay =     -534, az =     9810, gx = -0.05620 rad/s, theta =        1 mrad, theta_d =       23 mrad, x =        0, x_d =        0
msg =    4, time steps =   10, qsz =    2, switch = 0 t =      103 ms. I_w =    458 mA, erpm =        0, ax =     -930, ay =     -606, az =     9838, gx = -0.01998 rad/s, theta =        1 mrad, theta_d =       25 mrad, x =        0, x_d =        0
msg =    5, time steps =   10, qsz =    2, switch = 0 t =      123 ms. I_w =    402 mA, erpm =        0, ax =    -1035, ay =     -310, az =     9796, gx = 0.00772 rad/s, theta =        2 mrad, theta_d =       20 mrad, x =        0, x_d =        0
msg =    6, time steps =   10, qsz =    2, switch = 0 t =      144 ms. I_w =    286 mA, erpm =        0, ax =     -987, ay =      -42, az =     9735, gx = 0.01837 rad/s, theta =        1 mrad, theta_d =       12 mrad, x =        0, x_d =        0
msg =    7, time steps =   10, qsz =    2, switch = 0 t =      164 ms. I_w =    176 mA, erpm =        0, ax =     -795, ay =       15, az =     9801, gx = 0.01517 rad/s, theta =        1 mrad, theta_d =        5 mrad, x =        0, x_d =        0
msg =    8, time steps =   10, qsz =    2, switch = 0 t =      184 ms. I_w =     99 mA, erpm =        0, ax =     -632, ay =     -166, az =     9833, gx = 0.01304 rad/s, theta =        1 mrad, theta_d =        1 mrad, x =        0, x_d =        0
msg =    9, time steps =   10, qsz =    2, switch = 0 t =      204 ms. I_w =     40 mA, erpm =        0, ax =     -421, ay =       -4, az =     9782, gx = 0.01091 rad/s, theta =        1 mrad, theta_d =       -2 mrad, x =        0, x_d =        0
msg =   10, time steps =   10, qsz =    2, switch = 0 t =      224 ms. I_w =     40 mA, erpm =        0, ax =     -191, ay =      665, az =     9749, gx = -0.00826 rad/s, theta =        1 mrad, theta_d =       -1 mrad, x =        0, x_d =        0
msg =   11, time steps =   10, qsz =    2, switch = 0 t =      245 ms. I_w =    183 mA, erpm =        0, ax =     -100, ay =      865, az =     9815, gx = -0.05087 rad/s, theta =        1 mrad, theta_d =        7 mrad, x =        0, x_d =        0
msg =   12, time steps =   10, qsz =    2, switch = 0 t =      265 ms. I_w =    470 mA, erpm =        0, ax =     -115, ay =      287, az =     9833, gx = -0.08283 rad/s, theta =        3 mrad, theta_d =       23 mrad, x =        0, x_d =        0
msg =   13, time steps =   10, qsz =    2, switch = 0 t =      285 ms. I_w =    755 mA, erpm =        0, ax =     -124, ay =     -702, az =     9801, gx = -0.07644 rad/s, theta =        4 mrad, theta_d =       37 mrad, x =        0, x_d =        0
msg =   14, time steps =   10, qsz =    2, switch = 0 t =      305 ms. I_w =    855 mA, erpm =        0, ax =     -297, ay =    -1471, az =     9843, gx = -0.02531 rad/s, theta =        5 mrad, theta_d =       39 mrad, x =        0, x_d =        0
msg =   15, time steps =   10, qsz =    2, switch = 0 t =      325 ms. I_w =    675 mA, erpm =        0, ax =     -604, ay =    -1457, az =     9838, gx = 0.03754 rad/s, theta =        5 mrad, theta_d =       25 mrad, x =        0, x_d =        0
msg =   16, time steps =   10, qsz =    2, switch = 0 t =      346 ms. I_w =    293 mA, erpm =        0, ax =     -728, ay =     -501, az =     9791, gx = 0.08335 rad/s, theta =        4 mrad, theta_d =        2 mrad, x =        0, x_d =        0
msg =   17, time steps =   10, qsz =    2, switch = 0 t =      366 ms. I_w =    -70 mA, erpm =        0, ax =     -728, ay =     1047, az =     9768, gx = 0.06950 rad/s, theta =        2 mrad, theta_d =      -16 mrad, x =        0, x_d =        0
msg =   18, time steps =   10, qsz =    2, switch = 0 t =      386 ms. I_w =   -119 mA, erpm =        0, ax =     -460, ay =     2285, az =     9777, gx = -0.01678 rad/s, theta =        2 mrad, theta_d =      -15 mrad, x =        0, x_d =        0
msg =   19, time steps =   10, qsz =    2, switch = 0 t =      406 ms. I_w =    279 mA, erpm =        0, ax =        9, ay =     2075, az =     9796, gx = -0.12331 rad/s, theta =        4 mrad, theta_d =        8 mrad, x =        0, x_d =        0
msg =   20, time steps =   10, qsz =    2, switch = 0 t =      426 ms. I_w =    998 mA, erpm =        0, ax =      268, ay =      569, az =     9796, gx = -0.19468 rad/s, theta =        7 mrad, theta_d =       48 mrad, x =        0, x_d =        0
msg =   21, time steps =   10, qsz =    2, switch = 0 t =      447 ms. I_w =   1690 mA, erpm =        0, ax =      273, ay =    -1419, az =     9824, gx = -0.17976 rad/s, theta =       11 mrad, theta_d =       82 mrad, x =        0, x_d =        0
msg =   22, time steps =   10, qsz =    2, switch = 0 t =      467 ms. I_w =   1989 mA, erpm =        0, ax =     -139, ay =    -2743, az =     9852, gx = -0.08496 rad/s, theta =       13 mrad, theta_d =       91 mrad, x =        0, x_d =        0
msg =   23, time steps =   10, qsz =    2, switch = 0 t =      487 ms. I_w =   1764 mA, erpm =        0, ax =     -872, ay =    -2250, az =     9791, gx = 0.03115 rad/s, theta =       14 mrad, theta_d =       71 mrad, x =        0, x_d =        0
msg =   24, time steps =   10, qsz =    2, switch = 0 t =      507 ms. I_w =   1195 mA, erpm =        0, ax =    -1505, ay =    -1041, az =     9712, gx = 0.09826 rad/s, theta =       12 mrad, theta_d =       35 mrad, x =        0, x_d =        0
msg =   25, time steps =   10, qsz =    2, switch = 0 t =      527 ms. I_w =    576 mA, erpm =        0, ax =    -1941, ay =      -47, az =     9679, gx = 0.11531 rad/s, theta =       10 mrad, theta_d =        0 mrad, x =        0, x_d =        0
msg =   26, time steps =   10, qsz =    2, switch = 0 t =      548 ms. I_w =     95 mA, erpm =        0, ax =    -2095, ay =       53, az =     9693, gx = 0.10146 rad/s, theta =        8 mrad, theta_d =      -24 mrad, x =        0, x_d =        0
msg =   27, time steps =   10, qsz =    2, switch = 0 t =      568 ms. I_w =   -245 mA, erpm =        0, ax =    -1841, ay =     -582, az =     9735, gx = 0.09400 rad/s, theta =        6 mrad, theta_d =      -41 mrad, x =        0, x_d =        0
msg =   28, time steps =   10, qsz =    2, switch = 0 t =      588 ms. I_w =   -577 mA, erpm =        0, ax =    -1313, ay =    -1328, az =     9754, gx = 0.11957 rad/s, theta =        4 mrad, theta_d =      -57 mrad, x =        0, x_d =        0
msg =   29, time steps =   10, qsz =    2, switch = 0 t =      608 ms. I_w =  -1026 mA, erpm =        0, ax =     -724, ay =    -1529, az =     9740, gx = 0.16537 rad/s, theta =        1 mrad, theta_d =      -79 mrad, x =        0, x_d =        0
msg =   30, time steps =   10, qsz =    2, switch = 0 t =      628 ms. I_w =  -1605 mA, erpm =        0, ax =        4, ay =     -850, az =     9801, gx = 0.20798 rad/s, theta =       -2 mrad, theta_d =     -106 mrad, x =        0, x_d =        0
msg =   31, time steps =   10, qsz =    2, switch = 0 t =      649 ms. I_w =  -2188 mA, erpm =        0, ax =      326, ay =      172, az =     9773, gx = 0.21224 rad/s, theta =       -7 mrad, theta_d =     -132 mrad, x =        0, x_d =        0
msg =   32, time steps =   10, qsz =    2, switch = 0 t =      669 ms. I_w =  -2596 mA, erpm =        0, ax =      517, ay =     1033, az =     9773, gx = 0.17496 rad/s, theta =      -11 mrad, theta_d =     -145 mrad, x =        0, x_d =        0
msg =   33, time steps =   10, qsz =    2, switch = 0 t =      689 ms. I_w =  -2742 mA, erpm =        0, ax =      465, ay =     1157, az =     9815, gx = 0.12063 rad/s, theta =      -13 mrad, theta_d =     -144 mrad, x =        0, x_d =        0
msg =   34, time steps =   10, qsz =    2, switch = 0 t =      709 ms. I_w =  -2661 mA, erpm =        0, ax =      124, ay =      559, az =     9847, gx = 0.07589 rad/s, theta =      -15 mrad, theta_d =     -130 mrad, x =        0, x_d =        0
msg =   35, time steps =   10, qsz =    2, switch = 0 t =      729 ms. I_w =  -2513 mA, erpm =        0, ax =     -172, ay =       86, az =     9829, gx = 0.06524 rad/s, theta =      -17 mrad, theta_d =     -115 mrad, x =        0, x_d =        0
msg =   36, time steps =   10, qsz =    2, switch = 0 t =      750 ms. I_w =  -2413 mA, erpm =        0, ax =     -417, ay =      268, az =     9805, gx = 0.06737 rad/s, theta =      -18 mrad, theta_d =     -104 mrad, x =        0, x_d =        0
msg =   37, time steps =   10, qsz =    2, switch = 0 t =      770 ms. I_w =  -2324 mA, erpm =        0, ax =     -604, ay =      784, az =     9815, gx = 0.05246 rad/s, theta =      -19 mrad, theta_d =      -93 mrad, x =        0, x_d =        0
